,drug,text,dcpl,flint
198,Dyrenium,"Using Dyrenium may increase your risk of developing hyperkalemia (high levels of potassium in your blood). High potassium may be more likely in older adults, or in people with kidney disease, diabetes, or severe illness.","

[
  {
    ""position"": ""disability"",
    ""holder"": ""*Dyrenium"",
    ""action"": ""*use"",
    ""consequence"": {
      ""plus"": ""*hyperkalemia"",
      ""minus"": ""*potassium"",
      ""in"": ""*blood""
    }
  },
  {
    ""position"": ""disability"",
    ""holder"": ""*Dyrenium"",
    ""action"": ""*use"",
    ""consequence"": {
      ""plus"": ""*risk"",
      ""in"": ""*individuals"",
      ""with"": [
        ""*older"",
        ""*kidney disease"",
        ""*diabetes"",
        ""*severe illness""
      ]
    }
  }
]","

Scenario: Using Dyrenium and Risk of Hyperkalemia
Abstract Syntax: Dyrenium (medicine)
Type Redefinition: Risk factors for hyperkalemia (age, kidney disease, diabetes, severe illness)
Example: Jane (older adult) with kidney disease and diabetes taking Dyrenium
Type Declarations: Dyrenium, Hyperkalemia, Older Adult, Kidney Disease, Diabetes, Severe Illness
Boolean Expression: NOT(Hyperkalemia)
Instance Expressions: Jane, Dyrenium, Hyperkalemia, Older Adult, Kidney Disease, Diabetes
Facts and Configurations: Jane is taking Dyrenium. Jane is an older adult with kidney disease and diabetes. High potassium is a risk for Jane.
Derivation Clauses: Jane's age, kidney disease, and diabetes are risk factors for hyperkalemia.
Fact Types: Hyperkalemia is derived based on the presence of risk factors.
Act-Types: Taking Dyrenium may increase the risk of hyperkalemia.
Duty-Types: Healthcare providers have a duty to monitor for hyperkalemia in patients taking Dyrenium.
Transitions: Taking Dyrenium triggers the transition to potential hyperkalemia.
Actions vs. Events: Taking Dyrenium is an action, while developing hyperkalemia is an event.
Invariants: Healthcare providers must monitor for hyperkalemia in patients taking Dyrenium.
Violations: Failure to monitor for hyperkalemia can lead to a violation of the invariant.
Compliance: Jane's case can be evaluated for compliance with the duty to monitor for hyperkalemia.
Scenario Assessment: Evaluate Jane's case for compliance with the duty to monitor for hyperkalemia.
Trace Recording: Record Jane's case to aid in understanding the decision-making process."
199,Dyrenium,You should not breastfeed while using Dyrenium.,"

[
  {
    ""condition"": ""using Dyrenium"",
    ""conclusion"": {
      ""event"": ""#breastfeeding"",
      ""reaction"": ""-allow""
    },
    ""descriptor"": ""health precaution""
  },
  {
    ""condition"": ""now() > timeout"",
    ""conclusion"": {
      ""event"": ""power"",
      ""holder"": ""d1.counterparty"",
      ""action"": ""#declare_violation"",
      ""consequence"": ""+d1.violation""
    }
  }
]","

Duty do_not_breastfeed_while_using_Dyrenium Holder user Claimant infant Violated when using_Dyrenium && breastfeeding (user)"
200,Altace,"If you have diabetes, do not use ramipril together with any medication that contains aliskiren (a blood pressure medicine).","

{
  ""condition"": {
    ""reference"": ""has_diabetes""
  },
  ""conclusion"": {
    ""alias"": ""rule1"",
    ""position"": ""duty"",
    ""action"": {
      ""alias"": ""do_not_use_ramipril_with"",
      ""compound"": ""medication"",
      ""params"": [
        {
          ""reference"": ""contains_aliskiren""
        },
        {
          ""reference"": ""blood_pressure_control""
        }
      ]
    }
  }
}","

Fact diabetes Identified by person
Fact medication Identified by person
Fact aliskiren - containing - medication Identified by person

Duty do - not - use Holder person
Claimant person
Violated when diabetes ( person )
Violated when medication ( person ) && aliskiren - containing - medication ( person )

Act do - not - use Actor person
Recipient medication
Terminates ramipril - medication ( person )
Holds when medication ( person ) && aliskiren - containing - medication ( person )"
201,Altace,You should not use Altace if you have ever had angioedema. Do not take ramipril within 36 hours before or after taking medicine that contains sacubitril (such as Entresto).,"

[
  {
    ""position"": ""prohibition"",
    ""holder"": ""*"",
    ""counterparty"": ""*"",
    ""action"": ""#take_medicine"",
    ""violation"": {
      ""expression"": ""ever had angioedema"",
      ""event"": ""#take_medicine""
    },
    ""termination"": null,
    ""alias"": null
  },
  {
    ""event"": ""#take_medicine"",
    ""reaction"": {
      ""minus"": ""ramipril""
    },
    ""alias"": null
  }
]","
Duty do-not-use-altace Violated when ever-had-angioedema Fact medicine Contains sacubitril Fact Entresto Identified by String Placeholder medicine Fact do-not-take-ramipril Identified by medicine Duty do-not-take-ramipril Holder medicine Claimant sacubitril Violated when contains-sacubitril (medicine) Duty do-not-take-ramipril Holder medicine Claimant sacubitril Violated when contains-sacubitril (medicine) Act take Actor medicine Recipient ramipril Terminates do-not-take-ramipril (medicine) Holds when do-not-take-ramipril (medicine)"
202,Altace,"Do not Altace use if you are pregnant. If you become pregnant, stop taking this medicine and tell your doctor right away.","


{
  ""normative_positions"": [
    {
      ""position"": ""prohibition"",
      ""holder"": ""*"",
      ""action"": ""use"",
      ""object"": ""Altace"",
      ""condition"": {
        ""expression"": ""pregnant"",
        ""object"": ""user""
      }
    },
    {
      ""position"": ""duty"",
      ""holder"": ""*"",
      ""action"": ""stop_taking_medicine"",
      ""condition"": {
        ""expression"": ""pregnant"",
        ""object"": ""user""
      }
    },
    {
      ""position"": ""duty"",
      ""holder"": ""*"",
      ""action"": ""notify_doctor"",
      ""condition"": {
        ""expression"": ""pregnant"",
        ""object"": ""user""
      }
    }
  ],
  ""descriptors"": [
    {
      ""descriptor"": ""pregnant"",
      ""object"": ""user""
    }
  ],
  ""reactive_rules"": [
    {
      ""event"": ""#pregnant"",
      ""reaction"": {
        ""plus"": {
          ""action"": ""stop_taking_medicine""
        }
      }
    },
    {
      ""event"": ""#pregnant"",
      ""reaction"": {
        ""plus"": {
          ""action"": ""notify_doctor""
        }
      }
    }
  ]
}","

Scenario: Pregnancy and Altace Use
Statements:
1. Fact Altace Use Disallowed if Pregnant
2. Fact Pregnant Identified by Boolean Placeholder
3. Act Stop Altace Use
    Actor Doctor
    Recipient Pregnant Person
    Terminates Altace Use
    Holds when Pregnant (pregnantPerson)
4. Act Inform Doctor
    Actor Pregnant Person
    Recipient Doctor
    Creates Pregnancy Notification
    Holds when Pregnant (pregnantPerson)"
203,Altace,Do not take Altace within 36 hours before or after taking medicine that contains sacubitril (such as Entresto).,"

{
  ""condition"": {
    ""expression"": ""now() > 36 hours""
  },
  ""conclusion"": {
    ""position"": ""power"",
    ""holder"": ""Altace.counterparty"",
    ""action"": ""#declare_violation"",
    ""consequence"": {
      ""plus"": ""Altace.violation""
    }
  }
}","

Duty do not take - Altace Before 36 hours Prior to taking medicine - contains sacubitril ( such as Entresto)"
204,Altace,Altace is not approved for use by anyone younger than 18 years old.,"

{
  ""event"": ""#age"",
  ""reaction"": {
    ""plus"": {
      ""reference"": ""Altace"",
      ""refinement"": {
        ""violation"": {
          ""expression"": ""Use by anyone younger than 18 years old""
        }
      }
    }
  }
}","

Fact drug Approved by String Altace For Integer Placeholder age Fact age - limit Identified by Integer 18 Duty age - limit Holder Any Claimant child Violated when drug ( Altace ) && age - limit ( age ) NOT ( age < 18 )"
205,Pravachol,"You should not take Pravachol if you have active liver disease, or if you are pregnant or breastfeeding.","

[
  {
    ""position"": ""violation"",
    ""holder"": ""*"",
    ""counterparty"": ""*"",
    ""event"": ""#take_pravachol"",
    ""violation"": {
      ""expression"": ""#declare_violation"",
      ""event"": ""#take_pravachol""
    }
  },
  {
    ""position"": ""duty"",
    ""holder"": ""*"",
    ""counterparty"": ""*"",
    ""action"": ""#take_pravachol"",
    ""termination"": {
      ""expression"": ""#declare_violation"",
      ""event"": ""#take_pravachol""
    }
  },
  {
    ""position"": ""power"",
    ""holder"": ""*"",
    ""action"": ""#declare_violation"",
    ""consequence"": {
      ""plus"": ""#take_pravachol""
    }
  },
  {
    ""entity"": ""#active_liver_disease"",
    ""in"": ""#take_pravachol""
  },
  {
    ""entity"": ""#pregnant"",
    ""in"": ""#take_pravachol""
  },
  {
    ""entity"": ""#breastfeeding"",
    ""in"": ""#take_pravachol""
  }
]","

Fact not - take - pravachol If Violated by active - liver - disease If Violated by pregnant If Violated by breastfeeding Duty not - take - pravachol Holder You Claimant None Violated when active - liver - disease ( ) Violated when pregnant ( ) Violated when breastfeeding ( )"
206,Pravachol,Stop taking Pravachol and tell your doctor at once if you become pregnant.,"

{
  ""transition_event"": {
    ""production_event"": {
      ""minus"": {
        ""refined_object"": {
          ""reference"": ""medicine"",
          ""refinement"": {
            ""alias"": ""Pravachol""
          }
        }
      }
    },
    ""naming_event"": {
      ""entity"": {
        ""atomic_object"": ""condition""
      },
      ""out"": {
        ""refined_event"": {
          ""reference"": ""become_pregnant""
        }
      }
    }
  }
}","

Act stop - taking Actor patient Recipient doctor Terminates Pravachol ( patient ) 
Fact pregnant Identified by patient Duty notify - doctor Holder patient Claimant doctor Violated when pregnant ( patient )"
207,Pravachol,"Tell your doctor about all your current medicines and any you start or stop using. Many drugs can interact, and some drugs should not be used together.","


[
  {
    ""event"": ""#tell"",
    ""reaction"": {
      ""entity"": ""#user"",
      ""in"": {
        ""reference"": ""#current_medicines"",
        ""refinement"": {
          ""alias"": ""#many""
        }
      },
      ""out"": {
        ""reference"": ""#start_using"",
        ""refinement"": {
          ""alias"": ""#some_drugs""
        }
      }
    }
  }
]","

Act tell - doctor Actor patient Recipient doctor Creates current - medicine - list ( patient ) Creates start - or - stop - list ( patient ) Fact drug - interaction Identified by drug Fact drug - not - to - use Identified by drug Holds when drug - interaction ( drug ) || drug - not - to - use ( drug ) Duty inform - doctor Holder patient Claimant doctor Violated when current - medicine - list ( patient ) || start - or - stop - list ( patient ) Act stop - using Actor patient Creates stop - or - stop - list ( patient ) Holds when start - or - stop - list ( patient ) Act start - using Actor patient Creates start - or - stop - list ( patient ) Holds when start - or - stop - list ( patient )"
208,Pravachol,Avoid eating foods that are high in fat or cholesterol. Pravastatin will not be as effective in lowering your cholesterol if you do not follow a cholesterol-lowering diet plan.,"

[
  {
    ""event"": ""#avoid_eating"",
    ""reaction"": {
      ""minus"": {
        ""reference"": ""foods"",
        ""refinement"": {
          ""properties"": [
            ""high_fat"",
            ""high_cholesterol""
          ]
        }
      }
    }
  },
  {
    ""event"": ""#pravastatin_effectiveness"",
    ""reaction"": {
      ""minus"": {
        ""reference"": ""lower_cholesterol""
      }
    },
    ""condition"": [
      ""#follow_diet"",
      ""#cholesterol_lowering""
    ]
  }
] ","

Scenario: Following a Cholesterol-Lowering Diet Plan
Act-Type: Follow-Diet
Actor: Patient
Recipient: Self
Post-Condition: Lower-Cholesterol
Fact-Type: High-Fat-Food
Fact-Type: High-Cholesterol-Food
Fact-Type: Pravastatin-Effective
Fact-Type: Diet-Plan-Followed
Fact-Type: Lower-Cholesterol
Act-Type: Take-Medication
Actor: Patient
Recipient: Self
Post-Condition: Lower-Cholesterol
Fact-Type: Cholesterol-Lowering-Diet
Fact-Type: Pravastatin-Taken
Fact-Type: Lower-Cholesterol
Duty-Type: Follow-Diet-Plan
Duty-Holder: Patient
Claimant: Self
Violation-Condition: High-Fat-Food || High-Cholesterol-Food
Transition: Follow-Diet (Patient, Self) => Diet-Plan-Followed (Patient, Self)
Transition: Take-Medication (Patient, Self) => Pravastatin-Taken (Patient, Self)
Transition: Take-Medication (Patient, Self) => Lower-Cholesterol (Patient, Self)
Invariant: Lower-Cholesterol (Patient, Self)
Violation: NOT(Lower-Cholesterol (Patient, Self))
Compliance: Action-Compliant"
209,Pravachol,Avoid drinking alcohol. It can raise triglyceride levels and may increase your risk of liver damage.,"

{
  ""$schema"": ""http://json-schema.org/draft/2020-12/schema"",
  ""title"": ""DPCL"",
  ""description"": ""This document records a subset of instructions of a DPCL program"",
  ""type"": ""array"",
  ""items"": {
    ""$ref"": ""#/$defs/directive""
  },
  ""minItems"": 0,
  ""$defs"": {
    ""external_expression"": {
      ""type"": ""string""
    },
    ""atomic_object"": {
      ""type"": ""string"",
      ""pattern"": ""^(\\*|(~)?[a-z][_\\-a-zA-Z0-9]*)$""
    },
    ""atomic_params"": {
      ""anyOf"": [
        {
          ""$ref"": ""#/$defs/atomic_event""
        },
        {
          ""$ref"": ""#/$defs/atomic_object""
        }
      ]
    },
    ""power_position"": {
      ""type"": ""string"",
      ""pattern"": ""^(power|liability|disability|immunity)$""
    },
    ""deontic_position"": {
      ""type"": ""string"",
      ""pattern"": ""^(duty|prohibition|liberty|claim|protection|no-claim)$""
    },
    ""refinement"": {
      ""type"": ""object""
    },
    ""refined_object"": {
      ""type"": ""object"",
      ""properties"": {
        ""reference"": {
          ""$ref"": ""#/$defs/atomic_object""
        },
        ""refinement"": {
          ""$ref"": ""#/$defs/refinement""
        },
        ""alias"": {
          ""$ref"": ""#/$defs/atomic_object""
        }
      }
    },
    ""object"": {
      ""anyOf"": [
        {
          ""$ref"": ""#/$defs/atomic_object""
        },
        {
          ""$ref"": ""#/$defs/refined_object""
        },
        {
          ""$ref"": ""#/$defs/power_frame""
        },
        {
          ""$ref"": ""#/$defs/deontic_frame""
        }
      ]
    },
    ""atomic_event"": {
      ""type"": ""string"",
      ""pattern"": ""^(~)?#[a-z][_a-zA-Z0-9]*$""
    },
    ""refined_event"": {
      ""type"": ""object"",
      ""properties"": {
        ""reference"": {
          ""$ref"": ""#/$defs/atomic_event""
        },
        ""refinement"": {
          ""$ref"": ""#/$defs/refinement""
        },
        ""alias"": {
          ""$ref"": ""#/$defs/atomic_event""
        }
      },
      ""required"": [
        ""reference"",
        ""refinement""
      ],
      ""additionalProperties"": false
    },
    ""transition_event"": {
      ""anyOf"": [
        {
          ""$ref"": ""#/$defs/production_event""
        },
        {
          ""$ref"": ""#/$defs/naming_event""
        }
      ]
    },
    ""production_event"": {
      ""type"": ""object"",
      ""properties"": {
        ""plus"": {
          ""$ref"": ""#/$defs/object""
        },
        ""minus"": {
          ""$ref"": ""#/$defs/object""
        }
      },
      ""oneOf"": [
        {
          ""required"": [
            ""plus""
          ]
        },
        {
          ""required"": [
            ""minus""
          ]
        }
      ],
      ""additionalProperties"": false
    },
    ""naming_event"": {
      ""type"": ""object"",
      ""properties"": {
        ""entity"": {
          ""$ref"": ""#/$defs/object""
        },
        ""in"": {
          ""$ref"": ""#/$defs/object""
        },
        ""out"": {
          ""$ref"": ""#/$defs/object""
        }
      },
      ""oneOf"": [
        {
          ""required"": [
            ""entity"",
            ""in""
          ]
        },
        {
          ""required"": [
            ""entity"",
            ""out""
          ]
        }
      ],
      ""additionalProperties"": false
    },
    ""event"": {
      ""oneOf"": [
        {
          ""$ref"": ""#/$defs/atomic_event""
        },
        {
          ""$ref"": ""#/$defs/refined_event""
        },
        {
          ""$ref"": ""#/$defs/transition_event""
        },
        {
          ""$ref"": ""#/$defs/naming_event""
        }
      ]
    },
    ""transformational_rule"": {
      ""type"": ""object"",
      ""properties"": {
        ""condition"": {
          ""$ref"": ""#/$defs/object""
        },
        ""conclusion"": {
          ""$ref"": ""#/$defs/object""
        },
        ""alias"": {
          ""$ref"": ""#/$defs/atomic_object""
        }
      },
      ""required"": [
        ""condition"",
        ""conclusion""
      ],
      ""","

Act avoid - drinking - alcohol Actor person Creates raise - triglyceride - levels ( person ) Violated when raise - triglyceride - levels ( person ) Act increase - risk - of - liver - damage Actor person Creates risk - of - liver - damage ( person ) Violated when risk - of - liver - damage ( person )"
210,Tenormin,"Use with caution in anesthesia or surgery (myocardial depression), bronchospastic disease, cerebrovascular insufficiency, diabetes mellitus, hyperthyroidism or thyrotoxicosis, liver disease, renal impairment, peripheral vascular disease, compromised left ventricular function, advanced age, heart failure","

[
  {
    ""position"": ""liberty"",
    ""holder"": ""self"",
    ""counterparty"": ""none"",
    ""action"": ""use"",
    ""violation"": {
      ""expression"": ""myocardial depression"",
      ""event"": ""anesthesia or surgery"",
      ""alias"": ""caution""
    },
    ""termination"": {
      ""expression"": ""potential risks and benefits"",
      ""event"": ""administration""
    }
  },
  {
    ""position"": ""liberty"",
    ""holder"": ""self"",
    ""counterparty"": ""none"",
    ""action"": ""use"",
    ""violation"": {
      ""expression"": ""bronchospastic disease"",
      ""event"": ""patients"",
      ""alias"": ""caution""
    },
    ""termination"": {
      ""expression"": ""potential risks and benefits"",
      ""event"": ""administration""
    }
  },
  {
    ""position"": ""liberty"",
    ""holder"": ""self"",
    ""counterparty"": ""none"",
    ""action"": ""use"",
    ""violation"": {
      ""expression"": ""cerebrovascular insufficiency"",
      ""event"": ""patients"",
      ""alias"": ""caution""
    },
    ""termination"": {
      ""expression"": ""potential risks and benefits"",
      ""event"": ""administration""
    }
  },
  {
    ""position"": ""liberty"",
    ""holder"": ""self"",
    ""counterparty"": ""none"",
    ""action"": ""use"",
    ""violation"": {
      ""expression"": ""diabetes mellitus"",
      ""event"": ""patients"",
      ""alias"": ""caution""
    },
    ""termination"": {
      ""expression"": ""potential risks and benefits"",
      ""event"": ""administration""
    }
  },
  {
    ""position"": ""liberty"",
    ""holder"": ""self"",
    ""counterparty"": ""none"",
    ""action"": ""use"",
    ""violation"": {
      ""expression"": ""hyperthyroidism or thyrotoxicosis"",
      ""event"": ""patients"",
      ""alias"": ""caution""
    },
    ""termination"": {
      ""expression"": ""potential risks and benefits"",
      ""event"": ""administration""
    }
  },
  {
    ""position"": ""liberty"",
    ""holder"": ""self"",
    ""counterparty"": ""none"",
    ""action"": ""use"",
    ""violation"": {
      ""expression"": ""liver disease"",
      ""event"": ""patients"",
      ""alias"": ""caution""
    },
    ""termination"": {
      ""expression"": ""potential risks and benefits"",
      ""event"": ""administration""
    }
  },
  {
    ""position"": ""liberty"",
    ""holder"": ""self"",
    ""counterparty"": ""none"",
    ""action"": ""use"",
    ""violation"": {
      ""expression"": ""renal impairment"",
      ""event"": ""patients"",
      ""alias"": ""caution""
    },
    ""termination"": {
      ""expression"": ""potential risks and benefits"",
      ""event"": ""administration""
    }
  },
  {
    ""position"": ""liberty"",
    ""holder"": ""self"",
    ""counterparty"": ""none"",
    ""action"": ""use"",
    ""violation"": {
      ""expression"": ""peripheral vascular disease"",
      ""event"": ""patients"",
      ""alias"": ""caution""
    },
    ""termination"": {
      ""expression"": ""potential risks and benefits"",
      ""event"": ""administration""
    }
  },
  {
    ""position"": ""liberty"",
    ""holder"": ""self"",
    ""counterparty"": ""none"",
    ""action"": ""use"",
    ""violation"": {
      ""expression"": ""compromised left ventricular function"",
      ""event"": ""patients"",
      ""alias"": ""caution""
    },
    ""termination"": {
      ""expression"": ""potential risks and benefits"",
      ""event"": ""administration""
    }
  },
  {
    ""position"": ""liberty"",
    ""holder"": ""self"",
    ""counterparty"": ""none"",
    ""action"": ""use"",
    ""violation"": {
      ""expression"": ""advanced age"",
      ""event"": ""patients"",
      ""alias"": ""caution""
    },
    ""termination"": {
      ""expression"": ""potential risks and benefits"",
      ""event"": ""administration""
    }
  },
  {
    ""position"": ""liberty"",
    ""holder"": ""self"",
    ""counterparty"": ""none"",
    ""action"": ""use"",
    ""violation"": {
      ""expression"": ""heart failure"",
      ""event"": ""patients"",
      ""alias"": ""caution""
    },
    ""termination"": {
      ""expression"": ""potential risks and benefits","

Fact caution Used with anesthesia Fact caution Used with surgery Fact myocardial - depression Identified by cardiac - function Fact bronchospastic - disease Identified by respiratory - function Fact cerebrovascular - insufficiency Identified by cerebral - function Fact diabetes - mellitus Identified by glucose - metabolism Fact hyperthyroidism Identified by thyroid - function Fact thyrotoxicosis Identified by thyroid - function Fact liver - disease Identified by liver - function Fact renal - impairment Identified by renal - function Fact peripheral - vascular - disease Identified by vascular - function Fact left - ventricular - function Identified by cardiac - function Fact advanced - age Identified by age Fact heart - failure Identified by cardiac - function Duty use - with - caution Holder patient Claimant healthcare - provider Violated when myocardial - depression ( cardiac - function ) || bronchospastic - disease ( respiratory - function ) || cerebrovascular - insufficiency ( cerebral - function ) || diabetes - mellitus ( glucose - metabolism ) || hyperthyroidism ( thyroid - function ) || thyrotoxicosis ( thyroid - function ) || liver - disease ( liver - function ) || renal - impairment ( renal - function ) || peripheral - vascular - disease ( vascular - function ) || compromised - left - ventricular - function ( cardiac - function ) || advanced - age ( age ) || heart - failure ( cardiac - function )"
211,Tenormin,"Risk of hypoglycemia and bradycardia in neonates born to mothers who receive the drug at parturition or while breastfeeding, especially in premature infants and those with renal impairment","

[
  {
    ""event"": ""#risk"",
    ""reaction"": {
      ""plus"": ""#hypoglycemia"",
      ""minus"": ""#bradycardia""
    }
  },
  {
    ""event"": ""#born_to"",
    ""reaction"": {
      ""plus"": ""#mothers"",
      ""minus"": ""#receive""
    }
  },
  {
    ""event"": ""#drug"",
    ""reaction"": {
      ""plus"": ""#parturition"",
      ""minus"": ""#breastfeeding""
    }
  },
  {
    ""event"": ""#especially"",
    ""reaction"": {
      ""plus"": ""#premature_infants"",
      ""minus"": ""#renal_impairment""
    }
  }
]","


Fact risk - of - hypoglycemia Identified by neonate Fact risk - of - bradycardia Identified by neonate Fact drug - use - at - parturition Identified by mother Fact drug - use - while - breastfeeding Identified by mother Fact risk - of - hypoglycemia - premature - infants Identified by neonate Fact risk - of - bradycardia - premature - infants Identified by neonate Fact risk - of - hypoglycemia - renal - impairment Identified by neonate Fact risk - of - bradycardia - renal - impairment Identified by neonate Holds when drug - use - at - parturition ( mother ) || drug - use - while - breastfeeding ( mother ) Act receive - drug Actor mother Recipient neonate Creates risk - of - hypoglycemia ( neonate ) Creates risk - of - bradycardia ( neonate ) Holds when neonate - premature ( neonate ) || neonate - renal - impairment ( neonate )"
212,Tenormin,Tenormin is a beta-blocker that affects the heart and circulation (blood flow through arteries and veins). Tenormin is used to treat angina (chest pain) and hypertension (high blood pressure).,"

{
  ""object"": {
    ""reference"": ""Tenormin"",
    ""refinement"": {
      ""type"": ""object"",
      ""properties"": {
        ""beta-blocker"": {
          ""type"": ""string""
        },
        ""affects"": {
          ""type"": ""array"",
          ""items"": {
            ""type"": ""string"",
            ""enum"": [""heart"", ""circulation""]
          }
        },
        ""treats"": {
          ""type"": ""array"",
          ""items"": {
            ""type"": ""string"",
            ""enum"": [""angina"", ""hypertension""]
          }
        }
      },
      ""required"": [
        ""beta-blocker"",
        ""affects"",
        ""treats""
      ],
      ""additionalProperties"": false
    }
  }
}","

Fact Tenormin
Identified by String
Fact affects - heart
Identified by Tenormin
Fact affects - circulation
Identified by Tenormin
Fact angina
Identified by Tenormin
Fact hypertension
Identified by Tenormin
Act treat
Actor Tenormin
Recipient angina
Recipient hypertension"
213,Tenormin,"Tenormin is only part of a complete program of treatment for hypertension that may also include diet, exercise, and weight control. Follow your diet, medication, and exercise routines very closely if you are being treated for hypertension.","

[
  {
    ""condition"": {
      ""reference"": ""hypertension"",
      ""refinement"": {
        ""entity"": ""Tenormin"",
        ""in"": {
          ""compound"": ""treatment_program"",
          ""params"": [
            ""hypertension""
          ],
          ""content"": [
            ""diet"",
            ""exercise"",
            ""weight_control""
          ]
        }
      }
    },
    ""conclusion"": {
      ""reference"": ""hypertension"",
      ""refinement"": {
        ""alias"": ""treatment_program"",
        ""out"": {
          ""compound"": ""treatment_program"",
          ""params"": [
            ""hypertension""
          ],
          ""content"": [
            ""diet"",
            ""exercise"",
            ""weight_control""
          ]
        }
      }
    },
    ""alias"": ""program_adherence_rule""
  },
  {
    ""position"": ""duty"",
    ""holder"": ""patient"",
    ""counterparty"": ""doctor"",
    ""action"": ""#adhere_to_program"",
    ""violation"": {
      ""expression"": ""adherence"",
      ""event"": ""#program_adherence_violated"",
      ""alias"": ""program_adherence_violation""
    },
    ""termination"": {
      ""expression"": ""adherence"",
      ""event"": ""#program_terminated""
    },
    ""alias"": ""program_adherence_norm""
  }
]","

Act take - medication
Actor patient
Recipient Tenormin
Post-condition medication
Holds when hypertension (patient)
Fact complete - program
Identified by patient
Fact hypertension
Identified by patient
Fact diet
Identified by patient
Fact exercise
Identified by patient
Fact weight - control
Identified by patient
Act follow - diet
Actor patient
Recipient diet
Post-condition diet
Holds when hypertension (patient)
Act follow - medication - routine
Actor patient
Recipient medication
Post-condition medication
Holds when hypertension (patient)
Act follow - exercise - routine
Actor patient
Recipient exercise
Post-condition exercise
Holds when hypertension (patient)
Act follow - weight - control - routine
Actor patient
Recipient weight - control
Post-condition weight - control
Holds when hypertension (patient)"
214,Tenormin,"If you are being treated for high blood pressure, keep using this medication even if you feel fine. High blood pressure often has no symptoms. You may need to use blood pressure medication for the rest of your life.","

[
  {
    ""condition"": ""#treated_for_hbp"",
    ""conclusion"": ""#keep_using_medication""
  },
  {
    ""event"": {
      ""entity"": ""#feeling_fine"",
      ""in"": ""#keep_using_medication""
    },
    ""reaction"": {
      ""entity"": ""#feeling_fine"",
      ""out"": ""#keep_using_medication""
    }
  },
  {
    ""reference"": ""#treatment_type"",
    ""refinement"": ""high blood pressure""
  },
  {
    ""position"": ""claim"",
    ""holder"": ""#treated_for_hbp"",
    ""counterparty"": ""doctor"",
    ""action"": ""#claimant"",
    ""violation"": {
      ""expression"": ""#violation_type"",
      ""event"": ""#failure to continue medication""
    }
  },
  {
    ""reference"": ""#blood_pressure_medication"",
    ""refinement"": {
      ""duration"": ""rest of life""
    }
  },
  {
    ""expression"": ""#now() > timeout"",
    ""event"": {
      ""entity"": ""#power"",
      ""in"": {
        ""holder"": ""#violation"",
        ""action"": {
          ""event"": ""#declare_violation"",
          ""target"": ""#blood_pressure_medication""
        },
        ""consequence"": {
          ""event"": ""#+violation""
        }
      }
    }
  }
]","

Scenario: High blood pressure treatment
Statements:
- If you are being treated for high blood pressure, keep using this medication.
- Even if you feel fine, continue using the medication.
- High blood pressure often has no symptoms.
- You may need to use blood pressure medication for the rest of your life.

Act-types:
- Use blood pressure medication
    - Actor: patient
    - Recipient: self

Fact types:
- Fact high_blood_pressure_treatment
    - Identified by: patient
    - Holds when: high_blood_pressure_treatment (patient)

Duty-types:
- Duty continue_medication
    - Holder: patient
    - Claimant: self
    - Violated when: high_blood_pressure (patient)

Transitions:
- Use blood pressure medication triggers transition to high_blood_pressure_treatment fact.
- Violation of continue_medication duty triggers transition to high_blood_pressure fact.

Invariants:
- High blood pressure treatment must be present in every reachable configuration.
- Continue_medication duty must be complied with in every reachable configuration.

Negative Boolean sentences:
- High blood pressure has no symptoms is annotated as NOT(high_blood_pressure_symptoms)."
215,Singulair,Serious neuropsychiatric events that may include suicidal thoughts or actions have been reported in patients taking montelukast,"

{
  ""object"": {
    ""reference"": ""Patient"",
    ""refinement"": {
      ""reference"": ""Montelukast"",
      ""refinement"": {
        ""reference"": ""Medication""
      }
    }
  },
  ""event"": {
    ""reference"": ""Neuropsychiatric event"",
    ""refinement"": {
      ""reference"": ""Serious"",
      ""refinement"": ""Suicidal thoughts or actions""
    }
  },
  ""normative_position"": {
    ""position"": ""duty"",
    ""holder"": {
      ""reference"": ""Medication""
    },
    ""action"": {
      ""reference"": ""Monitor for potential neuropsychiatric events""
    }
  },
  ""violation"": {
    ""expression"": ""failure to monitor"",
    ""event"": {
      ""reference"": ""Serious consequences""
    }
  },
  ""transformational_rule"": {
    ""condition"": {
      ""reference"": ""Neuropsychiatric event""
    },
    ""conclusion"": {
      ""expression"": ""now() > timeout"",
      ""power"": {
        ""position"": ""power"",
        ""holder"": {
          ""reference"": ""Patient""
        },
        ""action"": {
          ""reference"": ""Declare violation""
        },
        ""consequence"": {
          ""plus"": {
            ""reference"": ""Medication"",
            ""refinement"": {
              ""reference"": ""violation""
            }
          }
        }
      }
    }
  },
  ""reactive_rule"": {
    ""event"": {
      ""reference"": ""Neuropsychiatric event""
    },
    ""reaction"": {
      ""reference"": ""Patient""
    }
  }
}","

Fact neuropsychiatricEvents Identified by String Fact serious Identified by neuropsychiatricEvents Fact suicidalThoughts Identified by neuropsychiatricEvents Act report Actor patient Terminates serious ( neuropsychiatricEvents ) Creates suicidalThoughts ( neuropsychiatricEvents ) Holds when taking ( patient , montelukast )"
